Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Phone 1 - Type,Phone 1 - Value
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14847979059
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128534821
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249812536
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176526053
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123224361
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125196620
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243753750
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129695653
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129311988
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246543375
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127215782
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124224677
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129011016
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16103425000
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123621219
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14847949403
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127612957
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128978184
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126880525
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123225120
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123638542
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124419562
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16107178492
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14847691820
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125210325
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129319421
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126410780
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125194236
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178560741
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124273417
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126830610
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129806708
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178404901
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127721802
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124259623
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128961563
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124047049
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17242034383
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125080279
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126093515
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18144618060
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14847640136
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126218481
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17172661073
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126873855
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126815011
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243788820
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124225124
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129693840
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123382343
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125131314
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124640147
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126057371
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173203225
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127826905
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174516310
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123210515
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127731255
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177920891
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127588931
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173296392
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123842422
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129562682
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122425712
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129164675
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126830699
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127803717
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126078885
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125135757
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123627706
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246528811
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127326965
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123514973
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123229823
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129738487
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18146027680
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129447711
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123624657
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123520878
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127271668
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124693143
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249468926
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173078925
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127277722
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128200894
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122717335
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126082800
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126839613
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123510529
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125373095
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126619614
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126680192
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17247772797
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127661116
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128059312
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128230000
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17175771886
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18147344352
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129777023
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124153151
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128728910
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123770948
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174240222
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124868755
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123213212
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124626379
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123628551
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124712347
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129083744
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177566949
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124489026
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124153071
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17175258272
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129042678
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125867748
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128537189
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123737767
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246564884
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123816984
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17247147745
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124690266
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123636453
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14848620040
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127083557
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125780107
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129239593
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122410739
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243423162
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17245139169
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126832136
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243312539
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18146882287
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174215580
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123634613
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174713603
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129311449
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123610261
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243751852
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176084470
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127232499
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17242030072
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173077971
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124812731
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176524876
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126050779
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128535833
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128070141
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18147341874
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17172850706
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126280945
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123771157
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129310374
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123636488
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123613537
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126889915
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124317941
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123713066
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126818275
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17175401712
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123777236
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127342636
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126880169
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123157175
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17179455084
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125612515
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128227084
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126210675
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122477340
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177473810
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176080711
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129734230
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126087201
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17179163567
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174686319
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126071965
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243466453
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123777692
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17244620885
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126392633
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124430178
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246570777
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127705575
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124000231
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124919533
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125635672
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16108665214
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126818143
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124252408
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127276693
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125834515
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127825531
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124414054
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128483430
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124222995
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126724785
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243426058
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127611064
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126531176
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125837372
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17175752019
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122661778
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243757950
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124416386
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123786802
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243465336
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124211490
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243753673
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124252222
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17175034255
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128713451
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122604149
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122426528
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127931226
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122770343
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127810361
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123985101
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122717739
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16104015643
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18143923542
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17247340176
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122412577
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125518817
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18146028338
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123718805
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123626305
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128850471
",,,Imported on 10/31 ::: * myContacts,,,,
